Entity,Code,Date,Total confirmed cases (cases),Daily new confirmed cases (cases)
Congo,COG,"Mar 24, 2020",4,0
Congo,COG,"Mar 25, 2020",4,0
Congo,COG,"Mar 26, 2020",4,0
Congo,COG,"Mar 27, 2020",4,0
Congo,COG,"Mar 28, 2020",4,0
Congo,COG,"Mar 29, 2020",19,15
Congo,COG,"Mar 30, 2020",19,0
Costa Rica,CRI,"Mar 7, 2020",1,1
Costa Rica,CRI,"Mar 9, 2020",5,4
Costa Rica,CRI,"Mar 10, 2020",9,4
Costa Rica,CRI,"Mar 11, 2020",13,4
Costa Rica,CRI,"Mar 12, 2020",22,9
Costa Rica,CRI,"Mar 13, 2020",23,1
Costa Rica,CRI,"Mar 14, 2020",26,3
Costa Rica,CRI,"Mar 15, 2020",27,1
Costa Rica,CRI,"Mar 16, 2020",35,8
Costa Rica,CRI,"Mar 17, 2020",41,6
Costa Rica,CRI,"Mar 18, 2020",50,9
Costa Rica,CRI,"Mar 19, 2020",69,19
Costa Rica,CRI,"Mar 20, 2020",87,18
Costa Rica,CRI,"Mar 21, 2020",113,26
Costa Rica,CRI,"Mar 22, 2020",117,4
Costa Rica,CRI,"Mar 23, 2020",134,17
Costa Rica,CRI,"Mar 24, 2020",158,24
Costa Rica,CRI,"Mar 25, 2020",177,19
Costa Rica,CRI,"Mar 26, 2020",201,24
Costa Rica,CRI,"Mar 27, 2020",231,30
Costa Rica,CRI,"Mar 28, 2020",263,32
Costa Rica,CRI,"Mar 29, 2020",295,32
Costa Rica,CRI,"Mar 30, 2020",314,19
Cote d'Ivoire,CIV,"Mar 12, 2020",1,1
Cote d'Ivoire,CIV,"Mar 15, 2020",4,3
Cote d'Ivoire,CIV,"Mar 16, 2020",4,0
Cote d'Ivoire,CIV,"Mar 17, 2020",5,1
Cote d'Ivoire,CIV,"Mar 18, 2020",5,0
Cote d'Ivoire,CIV,"Mar 19, 2020",6,1
Cote d'Ivoire,CIV,"Mar 20, 2020",9,3
Cote d'Ivoire,CIV,"Mar 21, 2020",14,5
Cote d'Ivoire,CIV,"Mar 22, 2020",17,3
Cote d'Ivoire,CIV,"Mar 23, 2020",25,8
Cote d'Ivoire,CIV,"Mar 24, 2020",25,0
Cote d'Ivoire,CIV,"Mar 25, 2020",73,48
Cote d'Ivoire,CIV,"Mar 26, 2020",80,7
Cote d'Ivoire,CIV,"Mar 27, 2020",96,16
Cote d'Ivoire,CIV,"Mar 28, 2020",101,5
Cote d'Ivoire,CIV,"Mar 29, 2020",140,39
Cote d'Ivoire,CIV,"Mar 30, 2020",165,25
Croatia,HRV,"Dec 31, 2019",0,0
Croatia,HRV,"Jan 1, 2020",0,0
Croatia,HRV,"Jan 2, 2020",0,0
Croatia,HRV,"Jan 3, 2020",0,0
Croatia,HRV,"Jan 4, 2020",0,0
Croatia,HRV,"Jan 5, 2020",0,0
Croatia,HRV,"Jan 6, 2020",0,0
Croatia,HRV,"Jan 7, 2020",0,0
Croatia,HRV,"Jan 8, 2020",0,0
Croatia,HRV,"Jan 9, 2020",0,0
Croatia,HRV,"Jan 10, 2020",0,0
Croatia,HRV,"Jan 11, 2020",0,0
Croatia,HRV,"Jan 12, 2020",0,0
Croatia,HRV,"Jan 13, 2020",0,0
Croatia,HRV,"Jan 14, 2020",0,0
Croatia,HRV,"Jan 15, 2020",0,0
Croatia,HRV,"Jan 16, 2020",0,0
Croatia,HRV,"Jan 17, 2020",0,0
Croatia,HRV,"Jan 18, 2020",0,0
Croatia,HRV,"Jan 19, 2020",0,0
Croatia,HRV,"Jan 20, 2020",0,0
Croatia,HRV,"Jan 21, 2020",0,0
Croatia,HRV,"Jan 22, 2020",0,0
Croatia,HRV,"Jan 23, 2020",0,0
Croatia,HRV,"Jan 24, 2020",0,0
Croatia,HRV,"Jan 25, 2020",0,0
Croatia,HRV,"Jan 26, 2020",0,0
Croatia,HRV,"Jan 27, 2020",0,0
Croatia,HRV,"Jan 28, 2020",0,0
Croatia,HRV,"Jan 29, 2020",0,0
Croatia,HRV,"Jan 30, 2020",0,0
Croatia,HRV,"Jan 31, 2020",0,0
Croatia,HRV,"Feb 1, 2020",0,0
Croatia,HRV,"Feb 2, 2020",0,0
Croatia,HRV,"Feb 3, 2020",0,0
Croatia,HRV,"Feb 4, 2020",0,0
Croatia,HRV,"Feb 5, 2020",0,0
Croatia,HRV,"Feb 6, 2020",0,0
Croatia,HRV,"Feb 7, 2020",0,0
Croatia,HRV,"Feb 8, 2020",0,0
Croatia,HRV,"Feb 9, 2020",0,0
Croatia,HRV,"Feb 10, 2020",0,0
Croatia,HRV,"Feb 11, 2020",0,0
Croatia,HRV,"Feb 12, 2020",0,0
Croatia,HRV,"Feb 13, 2020",0,0
Croatia,HRV,"Feb 14, 2020",0,0
Croatia,HRV,"Feb 15, 2020",0,0
Croatia,HRV,"Feb 16, 2020",0,0
Croatia,HRV,"Feb 17, 2020",0,0
Croatia,HRV,"Feb 18, 2020",0,0
Croatia,HRV,"Feb 19, 2020",0,0
Croatia,HRV,"Feb 20, 2020",0,0
Croatia,HRV,"Feb 21, 2020",0,0
Croatia,HRV,"Feb 22, 2020",0,0
Croatia,HRV,"Feb 23, 2020",0,0
Croatia,HRV,"Feb 24, 2020",0,0
Croatia,HRV,"Feb 25, 2020",0,0
Croatia,HRV,"Feb 26, 2020",1,1
Croatia,HRV,"Feb 27, 2020",2,1
Croatia,HRV,"Feb 28, 2020",3,1
Croatia,HRV,"Feb 29, 2020",5,2
Croatia,HRV,"Mar 1, 2020",5,0
Croatia,HRV,"Mar 2, 2020",7,2
Croatia,HRV,"Mar 3, 2020",8,1
Croatia,HRV,"Mar 4, 2020",9,1
Croatia,HRV,"Mar 6, 2020",10,1
Croatia,HRV,"Mar 7, 2020",11,1
Croatia,HRV,"Mar 8, 2020",12,1
Croatia,HRV,"Mar 11, 2020",13,1
Croatia,HRV,"Mar 12, 2020",16,3
Croatia,HRV,"Mar 13, 2020",25,9
Croatia,HRV,"Mar 14, 2020",31,6
Croatia,HRV,"Mar 15, 2020",37,6
Croatia,HRV,"Mar 16, 2020",48,11
Croatia,HRV,"Mar 17, 2020",56,8
Croatia,HRV,"Mar 18, 2020",69,13
Croatia,HRV,"Mar 19, 2020",81,12
Croatia,HRV,"Mar 20, 2020",104,23
Croatia,HRV,"Mar 21, 2020",126,22
Croatia,HRV,"Mar 22, 2020",206,80
Croatia,HRV,"Mar 23, 2020",235,29
Croatia,HRV,"Mar 24, 2020",306,71
Croatia,HRV,"Mar 25, 2020",382,76
Croatia,HRV,"Mar 26, 2020",418,36
Croatia,HRV,"Mar 27, 2020",495,77
Croatia,HRV,"Mar 28, 2020",586,91
Croatia,HRV,"Mar 29, 2020",657,71
Croatia,HRV,"Mar 30, 2020",713,56
Cuba,CUB,"Mar 12, 2020",3,3
Cuba,CUB,"Mar 14, 2020",4,1
Cuba,CUB,"Mar 15, 2020",4,0
Cuba,CUB,"Mar 18, 2020",7,3
Cuba,CUB,"Mar 19, 2020",11,4
Cuba,CUB,"Mar 20, 2020",16,5
Cuba,CUB,"Mar 21, 2020",21,5
Cuba,CUB,"Mar 22, 2020",25,4
Cuba,CUB,"Mar 23, 2020",35,10
Cuba,CUB,"Mar 24, 2020",40,5
Cuba,CUB,"Mar 25, 2020",48,8
Cuba,CUB,"Mar 26, 2020",57,9
Cuba,CUB,"Mar 27, 2020",67,10
Cuba,CUB,"Mar 28, 2020",80,13
Cuba,CUB,"Mar 29, 2020",119,39
Cuba,CUB,"Mar 30, 2020",139,20
Curacao,CUW,"Mar 13, 2020",1,1
Curacao,CUW,"Mar 20, 2020",3,2
Curacao,CUW,"Mar 24, 2020",6,3
Curacao,CUW,"Mar 26, 2020",6,0
Curacao,CUW,"Mar 27, 2020",7,1
Curacao,CUW,"Mar 28, 2020",8,1
Curacao,CUW,"Mar 29, 2020",8,0
Curacao,CUW,"Mar 30, 2020",9,1
Cyprus,CYP,"Mar 10, 2020",2,2
Cyprus,CYP,"Mar 12, 2020",6,4
Cyprus,CYP,"Mar 14, 2020",14,8
Cyprus,CYP,"Mar 15, 2020",21,7
Cyprus,CYP,"Mar 16, 2020",30,9
Cyprus,CYP,"Mar 17, 2020",40,10
Cyprus,CYP,"Mar 18, 2020",40,0
Cyprus,CYP,"Mar 19, 2020",58,18
Cyprus,CYP,"Mar 20, 2020",58,0
Cyprus,CYP,"Mar 21, 2020",67,9
Cyprus,CYP,"Mar 22, 2020",84,17
Cyprus,CYP,"Mar 23, 2020",95,11
Cyprus,CYP,"Mar 24, 2020",116,21
Cyprus,CYP,"Mar 25, 2020",124,8
Cyprus,CYP,"Mar 26, 2020",132,8
Cyprus,CYP,"Mar 27, 2020",146,14
Cyprus,CYP,"Mar 28, 2020",162,16
Cyprus,CYP,"Mar 29, 2020",179,17
Cyprus,CYP,"Mar 30, 2020",214,35
Czech Republic,CZE,"Dec 31, 2019",0,0
Czech Republic,CZE,"Jan 1, 2020",0,0
Czech Republic,CZE,"Jan 2, 2020",0,0
Czech Republic,CZE,"Jan 3, 2020",0,0
Czech Republic,CZE,"Jan 4, 2020",0,0
Czech Republic,CZE,"Jan 5, 2020",0,0
Czech Republic,CZE,"Jan 6, 2020",0,0
Czech Republic,CZE,"Jan 7, 2020",0,0
Czech Republic,CZE,"Jan 8, 2020",0,0
Czech Republic,CZE,"Jan 9, 2020",0,0
Czech Republic,CZE,"Jan 10, 2020",0,0
Czech Republic,CZE,"Jan 11, 2020",0,0
Czech Republic,CZE,"Jan 12, 2020",0,0
Czech Republic,CZE,"Jan 13, 2020",0,0
Czech Republic,CZE,"Jan 14, 2020",0,0
Czech Republic,CZE,"Jan 15, 2020",0,0
Czech Republic,CZE,"Jan 16, 2020",0,0
Czech Republic,CZE,"Jan 17, 2020",0,0
Czech Republic,CZE,"Jan 18, 2020",0,0
Czech Republic,CZE,"Jan 19, 2020",0,0
Czech Republic,CZE,"Jan 20, 2020",0,0
Czech Republic,CZE,"Jan 21, 2020",0,0
Czech Republic,CZE,"Jan 22, 2020",0,0
Czech Republic,CZE,"Jan 23, 2020",0,0
Czech Republic,CZE,"Jan 24, 2020",0,0
Czech Republic,CZE,"Jan 25, 2020",0,0
Czech Republic,CZE,"Jan 26, 2020",0,0
Czech Republic,CZE,"Jan 27, 2020",0,0
Czech Republic,CZE,"Jan 28, 2020",0,0
Czech Republic,CZE,"Jan 29, 2020",0,0
Czech Republic,CZE,"Jan 30, 2020",0,0
Czech Republic,CZE,"Jan 31, 2020",0,0
Czech Republic,CZE,"Feb 1, 2020",0,0
Czech Republic,CZE,"Feb 2, 2020",0,0
Czech Republic,CZE,"Feb 3, 2020",0,0
Czech Republic,CZE,"Feb 4, 2020",0,0
Czech Republic,CZE,"Feb 5, 2020",0,0
Czech Republic,CZE,"Feb 6, 2020",0,0
Czech Republic,CZE,"Feb 7, 2020",0,0
Czech Republic,CZE,"Feb 8, 2020",0,0
Czech Republic,CZE,"Feb 9, 2020",0,0
Czech Republic,CZE,"Feb 10, 2020",0,0
Czech Republic,CZE,"Feb 11, 2020",0,0
Czech Republic,CZE,"Feb 12, 2020",0,0
Czech Republic,CZE,"Feb 13, 2020",0,0
Czech Republic,CZE,"Feb 14, 2020",0,0
Czech Republic,CZE,"Feb 15, 2020",0,0
Czech Republic,CZE,"Feb 16, 2020",0,0
Czech Republic,CZE,"Feb 17, 2020",0,0
Czech Republic,CZE,"Feb 18, 2020",0,0
Czech Republic,CZE,"Feb 19, 2020",0,0
Czech Republic,CZE,"Feb 20, 2020",0,0
Czech Republic,CZE,"Feb 21, 2020",0,0
Czech Republic,CZE,"Feb 22, 2020",0,0
Czech Republic,CZE,"Feb 23, 2020",0,0
Czech Republic,CZE,"Feb 24, 2020",0,0
Czech Republic,CZE,"Feb 25, 2020",0,0
Czech Republic,CZE,"Feb 26, 2020",0,0
Czech Republic,CZE,"Feb 27, 2020",0,0
Czech Republic,CZE,"Feb 28, 2020",0,0
Czech Republic,CZE,"Feb 29, 2020",0,0
Czech Republic,CZE,"Mar 1, 2020",0,0
Czech Republic,CZE,"Mar 2, 2020",3,3
Czech Republic,CZE,"Mar 3, 2020",5,2
Czech Republic,CZE,"Mar 4, 2020",5,0
Czech Republic,CZE,"Mar 5, 2020",8,3
Czech Republic,CZE,"Mar 6, 2020",12,4
Czech Republic,CZE,"Mar 7, 2020",19,7
Czech Republic,CZE,"Mar 8, 2020",26,7
Czech Republic,CZE,"Mar 9, 2020",32,6
Czech Republic,CZE,"Mar 10, 2020",40,8
Czech Republic,CZE,"Mar 11, 2020",63,23
Czech Republic,CZE,"Mar 12, 2020",94,31
Czech Republic,CZE,"Mar 13, 2020",116,22
Czech Republic,CZE,"Mar 14, 2020",150,34
Czech Republic,CZE,"Mar 15, 2020",214,64
Czech Republic,CZE,"Mar 16, 2020",298,84
Czech Republic,CZE,"Mar 17, 2020",344,46
Czech Republic,CZE,"Mar 18, 2020",434,90
Czech Republic,CZE,"Mar 19, 2020",522,88
Czech Republic,CZE,"Mar 20, 2020",694,172
Czech Republic,CZE,"Mar 21, 2020",904,210
Czech Republic,CZE,"Mar 22, 2020",995,91
Czech Republic,CZE,"Mar 23, 2020",1165,170
Czech Republic,CZE,"Mar 24, 2020",1236,71
Czech Republic,CZE,"Mar 25, 2020",1394,158
Czech Republic,CZE,"Mar 26, 2020",1654,260
Czech Republic,CZE,"Mar 27, 2020",2062,408
Czech Republic,CZE,"Mar 28, 2020",2279,217
Czech Republic,CZE,"Mar 29, 2020",2663,384
Czech Republic,CZE,"Mar 30, 2020",2829,166
Democratic Republic of Congo,COD,"Mar 11, 2020",1,1
Democratic Republic of Congo,COD,"Mar 14, 2020",2,1
Democratic Republic of Congo,COD,"Mar 15, 2020",2,0
Democratic Republic of Congo,COD,"Mar 16, 2020",2,0
Democratic Republic of Congo,COD,"Mar 17, 2020",3,1
Democratic Republic of Congo,COD,"Mar 18, 2020",3,0
Democratic Republic of Congo,COD,"Mar 19, 2020",14,11
Democratic Republic of Congo,COD,"Mar 20, 2020",14,0
Democratic Republic of Congo,COD,"Mar 21, 2020",14,0
Democratic Republic of Congo,COD,"Mar 22, 2020",23,9
Democratic Republic of Congo,COD,"Mar 23, 2020",26,3
Democratic Republic of Congo,COD,"Mar 24, 2020",26,0
Democratic Republic of Congo,COD,"Mar 25, 2020",45,19
Democratic Republic of Congo,COD,"Mar 26, 2020",45,0
Democratic Republic of Congo,COD,"Mar 27, 2020",54,9
Democratic Republic of Congo,COD,"Mar 28, 2020",58,4
Democratic Republic of Congo,COD,"Mar 29, 2020",58,0
Democratic Republic of Congo,COD,"Mar 30, 2020",81,23
Denmark,DNK,"Dec 31, 2019",0,0
Denmark,DNK,"Jan 1, 2020",0,0
Denmark,DNK,"Jan 2, 2020",0,0
Denmark,DNK,"Jan 3, 2020",0,0
Denmark,DNK,"Jan 4, 2020",0,0
Denmark,DNK,"Jan 5, 2020",0,0
Denmark,DNK,"Jan 6, 2020",0,0
Denmark,DNK,"Jan 7, 2020",0,0
Denmark,DNK,"Jan 8, 2020",0,0
Denmark,DNK,"Jan 9, 2020",0,0
Denmark,DNK,"Jan 10, 2020",0,0
Denmark,DNK,"Jan 11, 2020",0,0
Denmark,DNK,"Jan 12, 2020",0,0
Denmark,DNK,"Jan 13, 2020",0,0
Denmark,DNK,"Jan 14, 2020",0,0
Denmark,DNK,"Jan 15, 2020",0,0
Denmark,DNK,"Jan 16, 2020",0,0
Denmark,DNK,"Jan 17, 2020",0,0
Denmark,DNK,"Jan 18, 2020",0,0
Denmark,DNK,"Jan 19, 2020",0,0
Denmark,DNK,"Jan 20, 2020",0,0
Denmark,DNK,"Jan 21, 2020",0,0
Denmark,DNK,"Jan 22, 2020",0,0
Denmark,DNK,"Jan 23, 2020",0,0
Denmark,DNK,"Jan 24, 2020",0,0
Denmark,DNK,"Jan 25, 2020",0,0
Denmark,DNK,"Jan 26, 2020",0,0
Denmark,DNK,"Jan 27, 2020",0,0
Denmark,DNK,"Jan 28, 2020",0,0
Denmark,DNK,"Jan 29, 2020",0,0
Denmark,DNK,"Jan 30, 2020",0,0
Denmark,DNK,"Jan 31, 2020",0,0
Denmark,DNK,"Feb 1, 2020",0,0
Denmark,DNK,"Feb 2, 2020",0,0
Denmark,DNK,"Feb 3, 2020",0,0
Denmark,DNK,"Feb 4, 2020",0,0
Denmark,DNK,"Feb 5, 2020",0,0
Denmark,DNK,"Feb 6, 2020",0,0
Denmark,DNK,"Feb 7, 2020",0,0
Denmark,DNK,"Feb 8, 2020",0,0
Denmark,DNK,"Feb 9, 2020",0,0
Denmark,DNK,"Feb 10, 2020",0,0
Denmark,DNK,"Feb 11, 2020",0,0
Denmark,DNK,"Feb 12, 2020",0,0
Denmark,DNK,"Feb 13, 2020",0,0
Denmark,DNK,"Feb 14, 2020",0,0
Denmark,DNK,"Feb 15, 2020",0,0
Denmark,DNK,"Feb 16, 2020",0,0
Denmark,DNK,"Feb 17, 2020",0,0
Denmark,DNK,"Feb 18, 2020",0,0
Denmark,DNK,"Feb 19, 2020",0,0
Denmark,DNK,"Feb 20, 2020",0,0
Denmark,DNK,"Feb 21, 2020",0,0
Denmark,DNK,"Feb 22, 2020",0,0
Denmark,DNK,"Feb 23, 2020",0,0
Denmark,DNK,"Feb 24, 2020",0,0
Denmark,DNK,"Feb 25, 2020",0,0
Denmark,DNK,"Feb 26, 2020",0,0
Denmark,DNK,"Feb 27, 2020",1,1
Denmark,DNK,"Feb 28, 2020",1,0
Denmark,DNK,"Feb 29, 2020",2,1
Denmark,DNK,"Mar 1, 2020",3,1
Denmark,DNK,"Mar 2, 2020",4,1
Denmark,DNK,"Mar 3, 2020",5,1
Denmark,DNK,"Mar 4, 2020",8,3
Denmark,DNK,"Mar 5, 2020",10,2
Denmark,DNK,"Mar 6, 2020",20,10
Denmark,DNK,"Mar 7, 2020",23,3
Denmark,DNK,"Mar 8, 2020",31,8
Denmark,DNK,"Mar 9, 2020",38,7
Denmark,DNK,"Mar 10, 2020",113,75
Denmark,DNK,"Mar 11, 2020",264,151
Denmark,DNK,"Mar 12, 2020",516,252
Denmark,DNK,"Mar 13, 2020",676,160
Denmark,DNK,"Mar 14, 2020",804,128
Denmark,DNK,"Mar 15, 2020",827,23
Denmark,DNK,"Mar 16, 2020",875,48
Denmark,DNK,"Mar 17, 2020",932,57
Denmark,DNK,"Mar 18, 2020",1024,92
Denmark,DNK,"Mar 19, 2020",1115,91
Denmark,DNK,"Mar 20, 2020",1151,36
Denmark,DNK,"Mar 21, 2020",1255,104
Denmark,DNK,"Mar 22, 2020",1326,71
Denmark,DNK,"Mar 23, 2020",1395,69
Denmark,DNK,"Mar 24, 2020",1460,65
Denmark,DNK,"Mar 25, 2020",1591,131
Denmark,DNK,"Mar 26, 2020",1724,133
Denmark,DNK,"Mar 27, 2020",1877,153
Denmark,DNK,"Mar 28, 2020",2046,169
Denmark,DNK,"Mar 29, 2020",2201,155
Denmark,DNK,"Mar 30, 2020",2395,194
Djibouti,DJI,"Mar 19, 2020",1,1
Djibouti,DJI,"Mar 20, 2020",1,0
Djibouti,DJI,"Mar 21, 2020",1,0
Djibouti,DJI,"Mar 22, 2020",1,0
Djibouti,DJI,"Mar 23, 2020",1,0
Djibouti,DJI,"Mar 24, 2020",3,2
Djibouti,DJI,"Mar 25, 2020",3,0
Djibouti,DJI,"Mar 26, 2020",12,9
Djibouti,DJI,"Mar 27, 2020",12,0
Djibouti,DJI,"Mar 28, 2020",13,1
Djibouti,DJI,"Mar 29, 2020",15,2
Djibouti,DJI,"Mar 30, 2020",19,4
Dominica,DMA,"Mar 23, 2020",1,1
Dominica,DMA,"Mar 24, 2020",1,0
Dominica,DMA,"Mar 25, 2020",2,1
Dominica,DMA,"Mar 26, 2020",7,5
Dominica,DMA,"Mar 27, 2020",11,4
Dominica,DMA,"Mar 28, 2020",11,0
Dominica,DMA,"Mar 29, 2020",11,0
Dominica,DMA,"Mar 30, 2020",11,0
Dominican Republic,DOM,"Dec 31, 2019",0,0
Dominican Republic,DOM,"Jan 1, 2020",0,0
Dominican Republic,DOM,"Jan 2, 2020",0,0
Dominican Republic,DOM,"Jan 3, 2020",0,0
Dominican Republic,DOM,"Jan 4, 2020",0,0
Dominican Republic,DOM,"Jan 5, 2020",0,0
Dominican Republic,DOM,"Jan 6, 2020",0,0
Dominican Republic,DOM,"Jan 7, 2020",0,0
Dominican Republic,DOM,"Jan 8, 2020",0,0
Dominican Republic,DOM,"Jan 9, 2020",0,0
Dominican Republic,DOM,"Jan 10, 2020",0,0
Dominican Republic,DOM,"Jan 11, 2020",0,0
Dominican Republic,DOM,"Jan 12, 2020",0,0
Dominican Republic,DOM,"Jan 13, 2020",0,0
Dominican Republic,DOM,"Jan 14, 2020",0,0
Dominican Republic,DOM,"Jan 15, 2020",0,0
Dominican Republic,DOM,"Jan 16, 2020",0,0
Dominican Republic,DOM,"Jan 17, 2020",0,0
Dominican Republic,DOM,"Jan 18, 2020",0,0
Dominican Republic,DOM,"Jan 19, 2020",0,0
Dominican Republic,DOM,"Jan 20, 2020",0,0
Dominican Republic,DOM,"Jan 21, 2020",0,0
Dominican Republic,DOM,"Jan 22, 2020",0,0
Dominican Republic,DOM,"Jan 23, 2020",0,0
Dominican Republic,DOM,"Jan 24, 2020",0,0
Dominican Republic,DOM,"Jan 25, 2020",0,0
Dominican Republic,DOM,"Jan 26, 2020",0,0
Dominican Republic,DOM,"Jan 27, 2020",0,0
Dominican Republic,DOM,"Jan 28, 2020",0,0
Dominican Republic,DOM,"Jan 29, 2020",0,0
Dominican Republic,DOM,"Jan 30, 2020",0,0
Dominican Republic,DOM,"Jan 31, 2020",0,0
Dominican Republic,DOM,"Feb 1, 2020",0,0
Dominican Republic,DOM,"Feb 2, 2020",0,0
Dominican Republic,DOM,"Feb 3, 2020",0,0
Dominican Republic,DOM,"Feb 4, 2020",0,0
Dominican Republic,DOM,"Feb 5, 2020",0,0
Dominican Republic,DOM,"Feb 6, 2020",0,0
Dominican Republic,DOM,"Feb 7, 2020",0,0
Dominican Republic,DOM,"Feb 8, 2020",0,0
Dominican Republic,DOM,"Feb 9, 2020",0,0
Dominican Republic,DOM,"Feb 10, 2020",0,0
Dominican Republic,DOM,"Feb 11, 2020",0,0
Dominican Republic,DOM,"Feb 12, 2020",0,0
Dominican Republic,DOM,"Feb 13, 2020",0,0
Dominican Republic,DOM,"Feb 14, 2020",0,0
Dominican Republic,DOM,"Feb 15, 2020",0,0
Dominican Republic,DOM,"Feb 16, 2020",0,0
Dominican Republic,DOM,"Feb 17, 2020",0,0
Dominican Republic,DOM,"Feb 18, 2020",0,0
Dominican Republic,DOM,"Feb 19, 2020",0,0
Dominican Republic,DOM,"Feb 20, 2020",0,0
Dominican Republic,DOM,"Feb 21, 2020",0,0
Dominican Republic,DOM,"Feb 22, 2020",0,0
Dominican Republic,DOM,"Feb 23, 2020",0,0
Dominican Republic,DOM,"Feb 24, 2020",0,0
Dominican Republic,DOM,"Feb 25, 2020",0,0
Dominican Republic,DOM,"Feb 26, 2020",0,0
Dominican Republic,DOM,"Feb 27, 2020",0,0
Dominican Republic,DOM,"Feb 28, 2020",0,0
Dominican Republic,DOM,"Feb 29, 2020",0,0
Dominican Republic,DOM,"Mar 1, 2020",0,0
Dominican Republic,DOM,"Mar 2, 2020",1,1
Dominican Republic,DOM,"Mar 7, 2020",2,1
Dominican Republic,DOM,"Mar 10, 2020",5,3
Dominican Republic,DOM,"Mar 14, 2020",11,6
Dominican Republic,DOM,"Mar 15, 2020",11,0
Dominican Republic,DOM,"Mar 16, 2020",11,0
Dominican Republic,DOM,"Mar 17, 2020",11,0
Dominican Republic,DOM,"Mar 18, 2020",11,0
Dominican Republic,DOM,"Mar 19, 2020",21,10
Dominican Republic,DOM,"Mar 20, 2020",21,0
Dominican Republic,DOM,"Mar 21, 2020",34,13
Dominican Republic,DOM,"Mar 22, 2020",112,78
Dominican Republic,DOM,"Mar 23, 2020",202,90
Dominican Republic,DOM,"Mar 24, 2020",245,43
Dominican Republic,DOM,"Mar 25, 2020",312,67
Dominican Republic,DOM,"Mar 26, 2020",392,80
Dominican Republic,DOM,"Mar 27, 2020",488,96
Dominican Republic,DOM,"Mar 28, 2020",581,93
Dominican Republic,DOM,"Mar 29, 2020",719,138
Dominican Republic,DOM,"Mar 30, 2020",859,140
Ecuador,ECU,"Dec 31, 2019",0,0
Ecuador,ECU,"Jan 1, 2020",0,0
Ecuador,ECU,"Jan 2, 2020",0,0
Ecuador,ECU,"Jan 3, 2020",0,0
Ecuador,ECU,"Jan 4, 2020",0,0
Ecuador,ECU,"Jan 5, 2020",0,0
Ecuador,ECU,"Jan 6, 2020",0,0
Ecuador,ECU,"Jan 7, 2020",0,0
Ecuador,ECU,"Jan 8, 2020",0,0
Ecuador,ECU,"Jan 9, 2020",0,0
Ecuador,ECU,"Jan 10, 2020",0,0
Ecuador,ECU,"Jan 11, 2020",0,0
Ecuador,ECU,"Jan 12, 2020",0,0
Ecuador,ECU,"Jan 13, 2020",0,0
Ecuador,ECU,"Jan 14, 2020",0,0
Ecuador,ECU,"Jan 15, 2020",0,0
Ecuador,ECU,"Jan 16, 2020",0,0
Ecuador,ECU,"Jan 17, 2020",0,0
Ecuador,ECU,"Jan 18, 2020",0,0
Ecuador,ECU,"Jan 19, 2020",0,0
Ecuador,ECU,"Jan 20, 2020",0,0
Ecuador,ECU,"Jan 21, 2020",0,0
Ecuador,ECU,"Jan 22, 2020",0,0
Ecuador,ECU,"Jan 23, 2020",0,0
Ecuador,ECU,"Jan 24, 2020",0,0
Ecuador,ECU,"Jan 25, 2020",0,0
Ecuador,ECU,"Jan 26, 2020",0,0
Ecuador,ECU,"Jan 27, 2020",0,0
Ecuador,ECU,"Jan 28, 2020",0,0
Ecuador,ECU,"Jan 29, 2020",0,0
Ecuador,ECU,"Jan 30, 2020",0,0
Ecuador,ECU,"Jan 31, 2020",0,0
Ecuador,ECU,"Feb 1, 2020",0,0
Ecuador,ECU,"Feb 2, 2020",0,0
Ecuador,ECU,"Feb 3, 2020",0,0
Ecuador,ECU,"Feb 4, 2020",0,0
Ecuador,ECU,"Feb 5, 2020",0,0
Ecuador,ECU,"Feb 6, 2020",0,0
Ecuador,ECU,"Feb 7, 2020",0,0
Ecuador,ECU,"Feb 8, 2020",0,0
Ecuador,ECU,"Feb 9, 2020",0,0
Ecuador,ECU,"Feb 10, 2020",0,0
Ecuador,ECU,"Feb 11, 2020",0,0
Ecuador,ECU,"Feb 12, 2020",0,0
Ecuador,ECU,"Feb 13, 2020",0,0
Ecuador,ECU,"Feb 14, 2020",0,0
Ecuador,ECU,"Feb 15, 2020",0,0
Ecuador,ECU,"Feb 16, 2020",0,0
Ecuador,ECU,"Feb 17, 2020",0,0
Ecuador,ECU,"Feb 18, 2020",0,0
Ecuador,ECU,"Feb 19, 2020",0,0
Ecuador,ECU,"Feb 20, 2020",0,0
Ecuador,ECU,"Feb 21, 2020",0,0
Ecuador,ECU,"Feb 22, 2020",0,0
Ecuador,ECU,"Feb 23, 2020",0,0
Ecuador,ECU,"Feb 24, 2020",0,0
Ecuador,ECU,"Feb 25, 2020",0,0
Ecuador,ECU,"Feb 26, 2020",0,0
Ecuador,ECU,"Feb 27, 2020",0,0
Ecuador,ECU,"Feb 28, 2020",0,0
Ecuador,ECU,"Feb 29, 2020",0,0
Ecuador,ECU,"Mar 1, 2020",1,1
Ecuador,ECU,"Mar 2, 2020",6,5
Ecuador,ECU,"Mar 3, 2020",7,1
Ecuador,ECU,"Mar 5, 2020",10,3
Ecuador,ECU,"Mar 6, 2020",13,3
Ecuador,ECU,"Mar 9, 2020",14,1
Ecuador,ECU,"Mar 10, 2020",15,1
